ISO,Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Estimates Start After
BWA,Botswana,Total investment,Percent of GDP,,38.812,44.613,30.959,27.075,27.198,17.346,21.453,2.537,27.935,35.748,34.425,29.597,30.16,26.451,26.025,27.073,23.281,23.363,33.669,23.957,31.759,25.774,26.959,29.997,33.152,26.271,24.018,25.811,30.77,31.837,29.481,30.67,25.764,26.768,27.062,27.227,27.434,28.39,29.309,2010
BWA,Botswana,Gross national savings,Percent of GDP,,29.073,26.129,23.827,25.398,23.837,28.542,33.682,34.383,40.126,45.596,40.323,41.236,40.726,34.747,29.678,32.634,38.34,37.236,37.439,34.497,41.421,35.682,30.188,35.713,36.191,41.42,41.243,40.812,37.635,26.647,30.32,32.063,30.68,30.711,30.334,30.311,30.088,32.475,34.352,2010
BWA,Botswana,"Inflation, average consumer prices",Index,,13.362,15.54,17.28,19.094,20.737,22.416,24.658,27.074,29.349,32.753,36.487,41.084,47.863,54.755,60.56,66.918,73.677,80.234,85.457,92.137,100,106.565,115.119,125.692,134.475,146.054,162.928,174.459,196.481,212.412,227.174,246.402,264.963,284.111,303.648,323.77,344.74,366.895,390.474,2010
BWA,Botswana,"Inflation, average consumer prices",Percent change,,12.127,16.3,11.2,10.5,8.6,8.1,10,9.8,8.4,11.6,11.4,12.6,16.5,14.4,10.6,10.5,10.1,8.9,6.51,7.816,8.534,6.565,8.026,9.185,6.988,8.61,11.553,7.077,12.623,8.108,6.95,8.464,7.533,7.227,6.877,6.627,6.477,6.427,6.427,2010
BWA,Botswana,"Inflation, end of period consumer prices",Index,,13.877,15.903,17.923,19.411,20.673,22.822,25.287,27.336,30.178,33.589,37.619,42.359,49.349,55.616,61.066,67.661,74.157,79.941,85.029,92.183,100,105.752,116.962,124.41,134.226,149.373,162.103,175.3,199.277,210.927,226.557,247.343,265.713,284.384,303.513,323.323,344.102,366.216,389.752,2010
BWA,Botswana,"Inflation, end of period consumer prices",Percent change,,,14.6,12.7,8.3,6.5,10.4,10.8,8.1,10.4,11.3,12,12.6,16.5,12.7,9.8,10.8,9.6,7.8,6.365,8.413,8.48,5.752,10.6,6.368,7.89,11.285,8.522,8.141,13.678,5.846,7.41,9.175,7.427,7.027,6.727,6.527,6.427,6.427,6.427,2010
BWA,Botswana,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,Volume of imports of goods and services,Percent change,,16.019,9.385,-14.564,10.901,3.303,-12.499,49.154,13.874,19.873,26.521,-6.939,-7.277,-10.282,-10.981,-10.115,-2.8,-6.282,31.763,15.217,-5.305,-1.909,-1.389,1.381,-6.943,17.828,-4.905,-0.15,26.33,11.032,-13.42,9.635,17.395,0.412,3.901,2.621,2.862,3.334,2.64,2.807,2010
BWA,Botswana,Volume of Imports of goods,Percent change,,5.299,13.279,-14.482,9.233,4.041,-8.984,50.122,14.018,21.488,31.89,-13.07,-7.661,-9.761,-10.428,-11.008,-5.898,-3.065,32.336,11.545,-6.099,-8.063,-2.644,2.428,-6.167,19.44,-6.221,-0.369,28.457,24.969,-18.051,9.684,20.582,0.537,4.734,2.819,2.999,3.41,0.95,0.95,2010
BWA,Botswana,Volume of exports of goods and services,Percent change,,13.342,29.56,28.946,2.209,32.654,-7.034,4.218,-1.831,12.375,0.866,17.419,-5.248,-1.049,-7.682,14.737,11.782,0.173,23.85,-16.34,29.913,0.855,-3.557,7.599,-6.736,7.167,17.936,2.946,9.969,-3.538,-34.709,16.188,28.954,-10.48,-2.19,-0.745,-0.177,-0.044,0.738,0.746,2010
BWA,Botswana,Volume of exports of goods,Percent change,,7.659,34.419,30.918,6.359,34.413,-2.188,3.164,1.559,12.745,2.374,11.402,-4.862,-0.721,-7.852,15.966,9.56,4.626,23.715,-21.548,30.716,8.02,-6.578,2.053,-7.012,8.157,20.232,4.093,10.214,-6.433,-30.259,17.301,34.256,-9.441,-1.928,-0.535,0.029,0.158,0.984,0.984,2010
BWA,Botswana,Value of oil imports,U.S. dollars,Billions,0.094,0.095,0.092,0.088,0.061,0.058,0.06,0.071,0.069,0.074,0.1,0.118,0.098,0.107,0.098,0.098,0.111,0.127,0.103,0.107,0.103,0.122,0.122,0.167,0.38,0.436,0.531,0.632,0.886,0.634,0.813,1.212,1.22,1.188,1.147,1.109,1.081,1.056,1.042,2010
BWA,Botswana,Value of oil exports,U.S. dollars,Billions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
BWA,Botswana,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,Population,Persons,Millions,0.908,0.924,0.958,0.994,1.031,1.069,1.108,1.149,1.191,1.234,1.28,1.321,1.355,1.389,1.438,1.469,1.496,1.533,1.572,1.623,1.641,1.66,1.679,1.698,1.717,1.731,1.745,1.768,1.789,1.81,1.831,1.853,1.875,1.898,1.92,1.943,1.966,1.989,2.013,2008
BWA,Botswana,General government revenue,National currency,Billions,,,,,,,,,,,,,,,,,,,,,14.119,12.709,14.321,16.191,17.958,22.267,26.833,27.739,27.844,29.024,31.217,36.303,42.139,45.568,50.003,54.885,60.254,66.137,64.786,2009
BWA,Botswana,General government revenue,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,46.5,35.236,36.798,38.723,37.043,39.933,39.306,34.679,31.069,33.275,29.429,28.998,29.432,28.603,28.427,28.29,28.154,28.03,24.905,2009
BWA,Botswana,General government total expenditure,National currency,Billions,0.291,0.336,0.405,0.46,0.59,0.71,0.959,1.266,1.71,2.16,2.83,3.342,3.761,4.41,4.434,5.032,5.994,7.252,8.864,10.335,11.536,13.671,15.71,16.276,17.383,17.632,19.737,24.822,35.15,39.49,38.417,39.753,41.755,44.291,48.29,52.358,55.896,60.733,62.707,2009
BWA,Botswana,General government total expenditure,Percent of GDP,,34.136,37.059,36.513,34.254,34.382,31.281,35.307,35.757,31.888,33.868,38.72,40.889,42.094,41.754,37.431,36.168,35.493,36.527,37.102,37.541,37.994,37.901,40.368,38.927,35.856,31.621,28.912,31.032,39.22,45.273,36.216,31.753,29.164,27.801,27.453,26.987,26.118,25.74,24.106,2009
BWA,Botswana,General government net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,,,,,2.583,-0.961,-1.39,-0.085,0.575,4.635,7.096,2.917,-7.306,-10.466,-7.2,-3.45,0.384,1.278,1.712,2.528,4.358,5.403,2.079,2009
BWA,Botswana,General government net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,8.507,-2.665,-3.571,-0.203,1.187,8.312,10.394,3.647,-8.151,-11.998,-6.788,-2.755,0.268,0.802,0.973,1.303,2.036,2.29,0.799,2009
BWA,Botswana,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,General government primary net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,,,,,2.666,-5.408,-6.095,-5.677,-5.283,-3.197,-1.981,-5.399,-13.755,-16.825,-15.788,-12.297,-6.538,-8.229,-8.35,-8.144,-6.902,-6.537,-6.872,2009
BWA,Botswana,General government primary net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,8.78,-14.992,-15.663,-13.578,-10.897,-5.734,-2.901,-6.749,-15.347,-19.289,-14.883,-9.822,-4.567,-5.165,-4.747,-4.198,-3.225,-2.77,-2.642,2009
BWA,Botswana,General government net debt,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,General government gross debt,National currency,Billions,,,,,,,,,,,,,,,,,,,2.423,2.425,2.426,2.917,2.695,4.489,4.689,3.893,3.657,5.694,5.694,13.776,18.631,20.948,21.361,21.352,20.579,19.668,18.787,17.902,17.038,2009
BWA,Botswana,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,10.141,8.809,7.99,8.088,6.924,10.737,9.673,6.982,5.356,7.118,6.353,15.793,17.563,16.732,14.92,13.403,11.699,10.137,8.778,7.587,6.55,2009
BWA,Botswana,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,0.852,0.908,1.109,1.343,1.717,2.27,2.716,3.542,5.362,6.377,7.309,8.174,8.934,10.561,11.847,13.913,16.888,19.854,23.89,27.531,30.364,36.069,38.917,41.811,48.479,55.759,68.267,79.987,89.623,87.225,106.078,125.194,143.175,159.312,175.901,194.012,214.015,235.951,260.136,2009
BWA,Botswana,Current account balance,U.S. dollars,Billions,-0.308,-0.41,-0.253,-0.186,-0.17,0.031,0.037,0.531,0.133,0.2,-0.019,0.292,0.187,0.415,0.222,0.29,0.498,0.722,0.205,0.618,0.547,0.601,0.197,0.464,0.35,1.575,1.947,1.857,0.932,-0.606,0.147,0.391,0.866,0.72,0.627,0.622,0.565,0.918,1.21,2009
BWA,Botswana,Current account balance,Percent of GDP,,-26.209,-39.492,-23.139,-15.366,-14.141,2.757,2.432,22.351,4.312,5.804,-0.473,7.311,4.574,9.557,5.211,6.118,10.127,13.959,3.77,10.539,9.68,9.908,3.229,5.716,3.48,15.199,17.231,15,6.865,-5.227,0.986,2.211,4.916,3.943,3.272,3.085,2.655,4.085,5.101,2009
BRA,Brazil,"Gross domestic product, constant prices",National currency,Billions,522.678,499.681,502.657,485.567,511.337,551.737,593.362,614.727,616.352,636.075,609.561,615.848,612.973,641.569,675.792,705.641,720.816,745.145,745.409,747.303,779.483,789.718,810.71,820.006,866.847,894.236,929.622,986.249,1037.25,1033.83,1111.72,1142.1,1152.06,1186.82,1234.8,1285.79,1339.27,1394.97,1453,2012
BRA,Brazil,"Gross domestic product, constant prices",Percent change,,9.19,-4.4,0.596,-3.4,5.307,7.901,7.544,3.601,0.264,3.2,-4.168,1.031,-0.467,4.665,5.334,4.417,2.15,3.375,0.035,0.254,4.306,1.313,2.658,1.147,5.712,3.16,3.957,6.091,5.172,-0.33,7.534,2.733,0.872,3.017,4.043,4.129,4.159,4.159,4.159,2012
BRA,Brazil,"Gross domestic product, current prices",National currency,Billions,--,--,--,--,--,--,--,--,--,--,0.012,0.06,0.641,14.097,349.205,705.641,843.966,939.147,979.276,1065,1179.48,1302.14,1477.82,1699.95,1941.5,2147.24,2369.48,2661.34,3032.2,3239.4,3770.09,4143.01,4402.54,4795.95,5238.87,5726.58,6261.48,6846.34,7485.84,2012
BRA,Brazil,"Gross domestic product, current prices",U.S. dollars,Billions,148.915,171.141,182.97,146.702,145.992,231.757,268.846,292.624,326.902,448.765,465.004,407.727,390.586,438.298,546.487,769.741,840.052,871.524,844.126,586.922,644.283,554.41,505.712,552.239,663.552,881.754,1089.16,1366.22,1650.39,1622.31,2142.93,2492.91,2395.97,2456.66,2623.87,2799.65,2988.21,3188.82,3389.44,2012
BRA,Brazil,"Gross domestic product, deflator",Index,,--,--,--,--,--,--,--,--,--,--,0.002,0.01,0.105,2.197,51.673,100,117.085,126.035,131.374,142.513,151.316,164.886,182.287,207.309,223.972,240.12,254.887,269.845,292.33,313.339,339.122,362.754,382.145,404.101,424.268,445.375,467.53,490.786,515.2,2012
BRA,Brazil,"Gross domestic product per capita, constant prices",National currency,Units,4326.38,4039.98,3970.18,3748.03,3857.69,4071.18,4287.58,4353.13,4280.41,4335.03,4080.78,4053.69,3969.47,4088.85,4239.64,4359.89,4386.06,4465.45,4400.04,4346.39,4468.86,4464.79,4521.8,4514.63,4714.37,4808.06,4945.9,5196.3,5415.25,5349.81,5702.69,5807.63,5807.9,5937.64,6130.7,6335.3,6557.23,6786.92,7024.67,2010
BRA,Brazil,"Gross domestic product per capita, current prices",National currency,Units,--,--,--,--,--,--,--,--,--,0.003,0.077,0.397,4.151,89.844,2190.77,4359.89,5135.41,5628.04,5780.52,6194.15,6762.1,7361.81,8242.67,9359.24,10558.89,11545.1,12606.44,14021.97,15830.39,16763.06,19339.07,21067.42,22194.58,23994.04,26010.62,28215.86,30656.98,33309.29,36191.07,2010
BRA,Brazil,"Gross domestic product per capita, current prices",U.S. dollars,Units,1232.62,1383.7,1445.17,1132.38,1101.41,1710.1,1942.66,2072.19,2270.25,3058.46,3113.03,2683.78,2529.35,2793.36,3428.43,4755.95,5111.6,5222.8,4982.75,3413.6,3693.74,3134.44,2820.65,3040.41,3608.74,4740.94,5794.68,7198.28,8616.29,8395.03,10992.38,12676.55,12078.83,12290.64,13027.32,13794.39,14630.62,15514.47,16386.6,2010
BRA,Brazil,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,445.868,466.196,497.581,499.671,545.956,606.923,667.14,711.222,737.599,789.947,786.232,822.493,838.064,896.544,964.265,1027.83,1069.93,1125.57,1138.69,1158.38,1234.41,1278.88,1334.14,1377.81,1494.69,1584.6,1700.54,1856.47,1995.78,2006.54,2186.54,2294.18,2355.59,2466.57,2617.29,2780.28,2956.23,3145.33,3345.6,2012
BRA,Brazil,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,3690.6,3769.25,3930.09,3856.91,4118.86,4478.4,4820.7,5036.45,5122.43,5383.71,5263.53,5413.89,5427.11,5713.86,6049.4,6350.6,6510.38,6745.23,6721.51,6737.26,7077.03,7230.35,7441.25,7585.68,8128.93,8519.97,9047.42,9781.29,10419.49,10383.31,11216.1,11666,11875.26,12340.18,12994.68,13698.94,14474.05,15302.86,16174.67,2010
BRA,Brazil,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,3.946,3.695,3.697,3.478,3.494,3.629,3.776,3.772,3.623,3.603,3.346,3.313,3.004,3.079,3.145,3.169,3.122,3.098,3.023,2.928,2.914,2.887,2.883,2.812,2.829,2.782,2.751,2.772,2.839,2.854,2.92,2.894,2.833,2.828,2.83,2.825,2.818,2.811,2.803,2011
BRA,Brazil,Implied PPP conversion rate,National currency per current international dollar,,--,--,--,--,--,--,--,--,--,--,--,--,0.001,0.016,0.362,0.687,0.789,0.834,0.86,0.919,0.955,1.018,1.108,1.234,1.299,1.355,1.393,1.434,1.519,1.614,1.724,1.806,1.869,1.944,2.002,2.06,2.118,2.177,2.238,2012
BRA,Brazil,Total investment,Percent of GDP,,21.202,20.987,19.192,15.208,14.339,17.411,17.361,20.281,20.685,22.514,18.35,17.933,17.203,18.916,22.146,18.027,17.04,17.426,17.028,16.377,18.25,18.028,16.196,15.771,17.117,16.206,16.756,18.328,20.694,17.838,20.239,19.726,17.637,18.523,18.564,18.654,18.745,18.84,18.939,2012
BRA,Brazil,Gross national savings,Percent of GDP,,17.959,18.568,15.304,13.262,14.129,17.996,16.991,21.814,24.025,24.991,19.352,19.425,20.508,20.711,21.837,15.656,14.306,13.949,13.084,12.06,14.49,13.841,14.686,16.527,18.877,17.792,18.008,18.441,18.986,16.34,18.033,17.621,15.373,16.152,15.315,15.39,15.473,15.498,15.502,2012
BRA,Brazil,"Inflation, average consumer prices",Index,,63.396,127.886,256.467,602.769,1760.82,5740.08,14186.21,46578.46,339610.42,5198495.57,158436261.7,914790148,10268073824,2.08173E+11,4.52948E+12,7.51931E+12,8.70416E+12,9.30699E+12,9.60446E+12,1.00711E+13,1.07805E+13,1.15179E+13,1.24912E+13,1.43292E+13,1.52746E+13,1.6324E+13,1.7007E+13,1.76263E+13,1.86271E+13,1.95377E+13,2.05222E+13,2.18841E+13,2.30666E+13,2.44815E+13,2.56395E+13,2.67933E+13,2.79991E+13,2.92591E+13,3.05758E+13,2012
BRA,Brazil,"Inflation, average consumer prices",Percent change,,90.227,101.725,100.543,135.028,192.122,225.989,147.143,228.336,629.115,1430.72,2947.73,477.387,1022.45,1927.38,2075.83,66.008,15.757,6.926,3.196,4.859,7.044,6.84,8.45,14.714,6.598,6.87,4.184,3.641,5.678,4.888,5.039,6.636,5.404,6.134,4.73,4.5,4.5,4.5,4.5,2012
BRA,Brazil,"Inflation, end of period consumer prices",Index,,86.5,169.214,346.534,914.89,2884.31,9870.85,17734.65,82184.42,887767.21,18402629.74,316703087.1,2097313107,25568186004,6.5893E+11,6.69758E+12,8.19843E+12,8.98252E+12,9.45183E+12,9.60832E+12,1.04673E+13,1.10926E+13,1.19438E+13,1.34404E+13,1.46904E+13,1.58069E+13,1.67063E+13,1.72312E+13,1.79992E+13,1.90616E+13,1.98835E+13,2.10585E+13,2.24279E+13,2.37374E+13,2.50436E+13,2.61706E+13,2.73483E+13,2.85791E+13,2.98652E+13,3.12092E+13,2012
BRA,Brazil,"Inflation, end of period consumer prices",Percent change,,,95.623,104.79,164.012,215.263,242.225,79.667,363.412,980.213,1972.91,1620.97,562.233,1119.09,2477.15,916.433,22.409,9.564,5.225,1.656,8.94,5.974,7.673,12.53,9.3,7.601,5.69,3.142,4.457,5.902,4.312,5.909,6.503,5.839,5.503,4.5,4.5,4.5,4.5,4.5,2012
BRA,Brazil,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,Volume of imports of goods and services,Percent change,,16.475,-2.592,-3.237,-19.213,-10.404,-1.672,2.492,-3.209,-3.342,19.965,9.298,0.46,-4,27.209,23.286,30.685,6.172,18.229,1.79,-14.966,13.143,2.941,-12.193,-3.614,18.345,5.356,16.146,22.004,17.625,-17.538,38.183,8.872,-2.293,8.724,7.247,7.97,7.003,7.589,7.244,2012
BRA,Brazil,Volume of Imports of goods,Percent change,,-6.56,-13.624,-10.002,-20.025,1.255,-3.558,36.714,-6.269,-10.925,14.932,8.155,9.505,-2.209,29.571,29.07,30.685,6.172,18.229,1.79,-14.966,13.143,2.941,-12.193,-3.614,18.345,5.356,16.146,22.004,17.625,-17.538,38.183,8.872,-2.293,8.724,7.247,7.97,7.003,7.589,7.244,2012
BRA,Brazil,Volume of exports of goods and services,Percent change,,13.899,13.683,-10.607,11.313,26.432,-3.243,-16.745,7.204,22.602,1.367,-12.285,0.298,11.994,7.078,10.409,-2.032,2.637,10.173,3.479,7.685,11.083,9.529,8.644,15.717,19.047,9.391,3.341,5.482,-2.464,-10.755,9.501,2.925,-0.338,5.017,4.702,7.197,7.893,7.616,7.554,2012
BRA,Brazil,Volume of exports of goods,Percent change,,25.699,21.267,-7.894,18.832,18.851,2.227,-18.773,19.35,17.13,0.154,-7.689,3.459,14.251,12.525,7.67,-2.032,2.637,10.173,3.479,7.685,11.083,9.529,8.644,15.717,19.047,9.391,3.341,5.482,-2.464,-10.755,9.501,2.925,-0.338,5.017,4.702,7.197,7.893,7.616,7.554,2012
BRA,Brazil,Value of oil imports,U.S. dollars,Billions,9.844,11.006,10.122,8.179,6.866,5.694,3.02,4.123,3.515,3.754,4.735,4.073,4.141,4.398,4.069,5.209,6.527,6.195,4.319,4.831,7.657,7.04,6.208,6.461,9.955,11.779,15.365,20.408,30.505,16.475,26.089,37.498,36.893,37.952,40.068,42.199,44.876,48.366,52.044,2012
BRA,Brazil,Value of oil exports,U.S. dollars,Billions,,,,,,,,,,,,,,,1.131,0.774,0.586,0.581,0.528,0.621,1.042,1.487,1.344,1.848,2.207,3.228,4.112,4.983,5.45,3.694,3.991,5.175,5.272,5.379,5.164,5.192,5.31,5.563,5.871,2012
BRA,Brazil,Unemployment rate,Percent of total labor force,,6.5,8.1,6.4,6.7,7.1,5.3,3.6,3.7,3.85,3.35,4.28,4.83,5.8,5.43,4.641,4.65,5.433,5.684,7.597,7.6,7.1,11.265,11.668,12.3,11.466,9.824,9.968,9.289,7.9,8.083,6.742,5.97,5.5,6,6.5,6.5,6.5,6.5,6.5,2012
BRA,Brazil,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,Population,Persons,Millions,120.812,123.684,126.608,129.552,132.55,135.522,138.391,141.215,143.994,146.729,149.374,151.923,154.422,156.907,159.399,161.848,164.343,166.869,169.41,171.936,174.425,176.877,179.289,181.633,183.873,185.987,187.958,189.798,191.543,193.247,194.947,196.655,198.361,199.881,201.413,202.956,204.243,205.539,206.842,2010
BRA,Brazil,General government revenue,National currency,Billions,,,,,,,,,,,,,,,,,283.278,317.261,341.963,377.272,376.396,441.15,518.84,578.482,647.394,737.996,819.409,950.984,1117.48,1130.8,1401.4,1517.23,1639.8,1773.25,1930.56,2129.82,2322.26,2544.3,2788.62,2012
BRA,Brazil,General government revenue,Percent of GDP,,,,,,,,,,,,,,,,,,33.565,33.782,34.92,35.425,31.912,33.879,35.108,34.029,33.345,34.37,34.582,35.733,36.854,34.908,37.172,36.621,37.247,36.974,36.851,37.192,37.088,37.163,37.252,2012
BRA,Brazil,General government total expenditure,National currency,Billions,,,,,,,,,,,,,,,,,328.976,370.615,414.338,433.557,416.202,475.059,584.586,667.424,700.726,812.658,903.204,1021.65,1158.78,1230.8,1502.82,1620.78,1761.13,1830.63,2021.68,2231.39,2422.99,2647.03,2893.88,2012
BRA,Brazil,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,38.98,39.463,42.311,40.71,35.287,36.483,39.557,39.261,36.092,37.847,38.118,38.388,38.216,37.995,39.862,39.121,40.002,38.17,38.59,38.966,38.697,38.663,38.658,2012
BRA,Brazil,General government net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,-45.698,-53.354,-72.376,-56.284,-39.806,-33.909,-65.745,-88.942,-53.333,-74.662,-83.795,-70.665,-41.301,-100.006,-101.424,-103.553,-121.323,-57.382,-91.112,-101.578,-100.729,-102.729,-105.255,2012
BRA,Brazil,General government net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,-5.415,-5.681,-7.391,-5.285,-3.375,-2.604,-4.449,-5.232,-2.747,-3.477,-3.536,-2.655,-1.362,-3.087,-2.69,-2.499,-2.756,-1.196,-1.739,-1.774,-1.609,-1.5,-1.406,2012
BRA,Brazil,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,,,,,,,-41.943,-33.164,-65.635,-79.025,-55.246,-71.667,-78.331,-79.436,-62.871,-89.519,-142.85,-121.432,-119.947,-57.382,-91.112,-101.578,-100.729,-102.729,-105.255,2012
BRA,Brazil,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,-3.579,-2.541,-4.442,-4.566,-2.855,-3.323,-3.283,-3.015,-2.115,-2.71,-3.856,-2.967,-2.722,-1.196,-1.739,-1.774,-1.609,-1.5,-1.406,2012
BRA,Brazil,General government primary net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,-0.041,-5.588,-1.466,32.744,40.51,44.012,47.524,55.653,75.192,83.431,78.13,91.873,124.21,71.005,93.945,133.121,92.551,155.9,162.405,177.524,194.106,212.237,232.061,2012
BRA,Brazil,General government primary net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,-0.005,-0.595,-0.15,3.075,3.435,3.38,3.216,3.274,3.873,3.886,3.297,3.452,4.096,2.192,2.492,3.213,2.102,3.251,3.1,3.1,3.1,3.1,3.1,2012
BRA,Brazil,General government net debt,National currency,Billions,,,,,,,,,,,,,,,,,,,,,563.164,680.078,896.096,933.63,981.973,1035.28,1112.7,1200.8,1153.63,1345.33,1475.82,1508.55,1550.08,1609.26,1690.82,1791.6,1929.09,2034.92,2174.35,2012
BRA,Brazil,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,47.747,52.228,60.636,54.921,50.578,48.214,46.96,45.12,38.046,41.53,39.146,36.412,35.209,33.555,32.274,31.286,30.809,29.723,29.046,2012
BRA,Brazil,General government gross debt,National currency,Billions,,,,,,,,,,,,,,,,,,,,,786.135,914.602,1179.34,1271.26,1373.77,1485.15,1579.92,1734.95,1926.8,2167.86,2456.35,2690.63,3014.38,3221.07,3450.55,3692.15,3927.88,4199.87,4519.69,2012
BRA,Brazil,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,66.651,70.239,79.802,74.782,70.758,69.166,66.678,65.191,63.544,66.921,65.154,64.944,68.469,67.162,65.864,64.474,62.731,61.345,60.377,2012
BRA,Brazil,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,,,,,,,,,,,,,,,,,843.965,939.147,979.276,1065,1179.48,1302.14,1477.82,1699.95,1941.5,2147.24,2369.48,2661.34,3032.2,3239.4,3770.09,4143.01,4402.54,4795.95,5238.87,5726.58,6261.48,6846.34,7485.84,2012
BRA,Brazil,Current account balance,U.S. dollars,Billions,-12.807,-11.735,-16.311,-6.837,0.04,-0.228,-5.651,-1.435,4.173,1.034,-3.785,-1.405,6.145,-0.592,-1.681,-18.384,-22.971,-30.301,-33.292,-25.335,-24.225,-23.215,-7.637,4.178,11.679,13.984,13.642,1.551,-28.192,-24.302,-47.273,-52.472,-54.247,-58.244,-85.23,-91.384,-97.787,-106.568,-116.508,2012
BRA,Brazil,Current account balance,Percent of GDP,,-8.6,-6.857,-8.915,-4.66,0.027,-0.098,-2.102,-0.49,1.277,0.23,-0.814,-0.345,1.573,-0.135,-0.308,-2.388,-2.734,-3.477,-3.944,-4.317,-3.76,-4.187,-1.51,0.756,1.76,1.586,1.253,0.114,-1.708,-1.498,-2.206,-2.105,-2.264,-2.371,-3.248,-3.264,-3.272,-3.342,-3.437,2012
